update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
1,256,46.30003218496593,5,-0.5,0.5,-1.0,0.0,"['None', 'None', '0.008']","['None', 'None', '0.016']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
2,512,64.51859561761727,9,0.0,0.0,0.0,0.0,"['None', 'None', '-0.042']","['None', 'None', '0.000']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
3,768,64.10083994081963,13,-0.5,0.5,-1.0,0.0,"['None', 'None', '0.020']","['None', 'None', '0.012']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
4,1024,62.976957618809465,17,0.0,0.0,0.0,0.0,"['None', 'None', '-0.041']","['None', 'None', '0.000']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
5,1280,68.79867556975829,21,0.0,0.0,0.0,0.0,"['None', 'None', '-0.030']","['None', 'None', '0.000']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
6,1536,62.83202547122915,25,0.0,0.0,0.0,0.0,"['None', 'None', '-0.028']","['None', 'None', '0.000']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
7,1792,66.18411472995011,29,0.0,0.0,0.0,0.0,"['None', 'None', '-0.022']","['None', 'None', '0.000']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
8,2048,66.35167526974054,33,-0.5,0.5,-1.0,0.0,"['None', 'None', '0.032']","['None', 'None', '0.020']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
9,2304,63.85128706443056,37,0.22526316344738007,0.22526316344738007,0.0,0.45052632689476013,"['None', 'None', '-0.071']","['None', 'None', '0.008']",0.45052632689476013,0.0,0.45052632689476013,0.45052632689476013
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
10,2560,63.410812773063505,41,0.34723684191703796,0.34723684191703796,0.0,0.6944736838340759,"['None', 'None', '-0.074']","['None', 'None', '0.011']",0.6944736838340759,0.0,0.6944736838340759,0.6944736838340759
11,2816,62.50808530411645,45,-0.75,0.4330127018922193,-1.0,0.0,"['None', 'None', '0.126']","['None', 'None', '0.049']",-1.0,0.0,-1.0,-1.0
12,3072,69.26039041161852,49,-0.28256578743457794,0.7805556501283284,-1.0,0.8697368502616882,"['None', 'None', '0.055']","['None', 'None', '0.087']",-0.37675438324610394,0.8814024039029441,-1.0,0.8697368502616882
13,3328,72.50557640498307,52,-0.3524342179298401,0.6803622286577156,-1.0,0.5902631282806396,"['None', 'None', '0.047']","['None', 'None', '0.052']",-0.4699122905731201,0.7496572279187819,-1.0,0.5902631282806396
14,3584,68.42605704485635,56,0.0,0.0,0.0,0.0,"['None', 'None', '-0.022']","['None', 'None', '0.001']",0.0,0.0,0,0
15,3840,70.30997153922354,60,0.18723684549331665,0.7738075818303182,-1.0,0.928947389125824,"['None', 'None', '-0.062']","['None', 'None', '0.034']",0.2496491273244222,0.8847540486319638,-1.0,0.928947389125824
16,4096,67.44711973636785,64,0.5230451141084943,0.7004116593145857,-1.0,0.9668421149253845,"['None', 'None', '-0.077']","['None', 'None', '0.065']",0.6102192997932434,0.7205163916982407,-1.0,0.9668421149253845
17,4352,68.42556866461715,67,0.8265204694535997,0.2928858127219996,0.0,0.9526315927505493,"['None', 'None', '-0.224']","['None', 'None', '0.021']",0.9298355281352997,0.020948736284714727,0.8863157629966736,0.9526315927505493
18,4608,69.1176519169279,71,0.8030592203140259,0.3063371257333791,0.0,0.9739473462104797,"['None', 'None', '-0.070']","['None', 'None', '0.006']",0.9177819660731724,0.04424962748464566,0.8223684430122375,0.9739473462104797
