update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,128,110.42286948827571,1,0.0,0.0,0,0,1.051043152809143,-3.0094411373138428,0.031589481979608536,9.196662902832031,62.8755668889173,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,256,135.2644380376448,2,-1.219000220298767,0.0,-1.219000220298767,-1.219000220298767,0.8868797421455383,-1.3160868883132935,-0.37473785877227783,0.3271629214286804,4.25130494917687,-1.219000220298767,0.0,-1.219000220298767,-1.219000220298767
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,384,153.99795710025268,2,-1.1380001306533813,0.0,-1.1380001306533813,-1.1380001306533813,1.0919709205627441,-1.1650539636611938,-0.22818298637866974,0.008054823614656925,0.6687837846809606,-1.1380001306533813,0.0,-1.1380001306533813,-1.1380001306533813
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,512,154.3631626812514,3,-1.1380001306533813,0.0,-1.1380001306533813,-1.1380001306533813,0.9600021243095398,-0.7618642449378967,-0.15151625871658325,0.04641794413328171,1.8627716012484465,-1.1380001306533813,0.0,-1.1380001306533813,-1.1380001306533813
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,640,154.3460770857974,4,-1.1380001306533813,0.0,-1.1380001306533813,-1.1380001306533813,0.9248927235603333,-0.6197232007980347,-0.10045097768306732,0.0036006690934300423,0.48935456414476936,-1.1380001306533813,0.0,-1.1380001306533813,-1.1380001306533813
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,768,158.24786395075157,5,-1.128666599591573,0.11183715086864324,-1.2859998941421509,-1.0360000133514404,0.9169575572013855,-0.7653738856315613,0.028539974242448807,0.01605597324669361,0.44023122279014343,-1.128666599591573,0.11183715086864324,-1.2859998941421509,-1.0360000133514404
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,896,155.26529767060515,6,-1.063999891281128,0.0,-1.063999891281128,-1.063999891281128,0.8936014175415039,-0.5326863527297974,-0.09236373007297516,0.00900059100240469,0.8023161462740827,-1.063999891281128,0.0,-1.063999891281128,-1.063999891281128
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,1024,160.35733696220333,7,-1.2620002031326294,0.0,-1.2620002031326294,-1.2620002031326294,0.9454807043075562,-0.5530754923820496,-0.0026897818315774202,0.013927366584539413,0.08631227217496905,-1.2620002031326294,0.0,-1.2620002031326294,-1.2620002031326294
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,1152,157.44776858704307,7,-1.2620002031326294,0.0,-1.2620002031326294,-1.2620002031326294,1.0349445343017578,-0.427683562040329,-0.06493069976568222,0.0028762510046362877,0.4463389428452957,-1.2620002031326294,0.0,-1.2620002031326294,-1.2620002031326294
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,1280,129.9493782351439,8,-1.1750001907348633,0.0,-1.1750001907348633,-1.1750001907348633,1.098709225654602,-0.4698684513568878,0.023037783801555634,0.020621342584490776,0.1632350159636275,-1.1750001907348633,0.0,-1.1750001907348633,-1.1750001907348633
11,1408,153.5906548654743,9,-1.1290000677108765,0.0,-1.1290000677108765,-1.1290000677108765,1.138024091720581,-0.49816539883613586,0.01403266005218029,0.017865803092718124,0.09731086117001939,-1.1290000677108765,0.0,-1.1290000677108765,-1.1290000677108765
12,1536,156.11454991414544,10,-1.1290000677108765,0.0,-1.1290000677108765,-1.1290000677108765,1.1535675525665283,-0.4083152711391449,-0.059366337954998016,0.0012231923174113035,0.27730638537433033,-1.1290000677108765,0.0,-1.1290000677108765,-1.1290000677108765
13,1664,151.79025854654577,11,-1.1290000677108765,0.0,-1.1290000677108765,-1.1290000677108765,1.175832748413086,-0.3026898503303528,-0.0432681180536747,0.0022697807289659977,0.40217189192679387,-1.1290000677108765,0.0,-1.1290000677108765,-1.1290000677108765
14,1792,156.50451931648507,12,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.1849558353424072,-0.21272660791873932,-0.06347082555294037,0.00574423698708415,0.3130174480029651,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
15,1920,157.19762325631922,13,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.2049437761306763,-0.16074879467487335,-0.014667736366391182,0.0005627450300380588,0.2008311691494783,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
16,2048,161.14419840449895,13,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.261893630027771,-0.16014507412910461,-0.010343827307224274,6.818976999056758e-06,0.027232680003163923,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
17,2176,155.92565930735515,14,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.3078179359436035,-0.10606791079044342,-0.02315641939640045,0.0016719766426831484,0.19175703373168376,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
18,2304,150.8277891027269,15,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.3414143323898315,-0.10605288296937943,-0.001009417581371963,9.092301667124048e-08,0.01677667132167914,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
19,2432,155.0679291518662,16,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.3963762521743774,-0.10318361222743988,-0.0007832164992578328,1.8177079255110584e-06,0.017026829714722903,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
20,2560,159.66763065261173,17,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.4406930208206177,-0.08617796003818512,-0.011222471483051777,0.0006034648977220058,0.05261577858853823,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
21,2688,154.73889013145305,17,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.4650136232376099,-0.08415520191192627,0.002483284566551447,3.212141109543154e-06,0.015165927413301089,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
22,2816,163.13821889236243,18,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097,1.4880746603012085,-0.09246180206537247,0.001973611069843173,1.553261790832039e-05,0.03291644185850289,-0.37999865412712097,0.0,-0.37999865412712097,-0.37999865412712097
