update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
1,256,76.04282141093209,3,-0.875,0.33071891388307384,-1.0,0.0,"['None', 'None', '0.302']","['None', 'None', '0.173']",0.1258120199199766,-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
2,512,84.65572621211169,6,-0.75,0.4330127018922193,-1.0,0.0,"['None', 'None', '0.127']","['None', 'None', '0.060']",0.06471224711276591,-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
3,768,90.69811804301071,9,-0.8888888888888888,0.5665577237325317,-2.0,0.0,"['None', 'None', '0.220']","['None', 'None', '0.090']",0.14018229022622108,-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
4,1024,105.44552056161571,11,-0.6666666666666666,0.4714045207910317,-1.0,0.0,"['None', 'None', '-0.012']","['None', 'None', '0.007']",0.04591476829955354,-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
5,1280,99.95225750466813,14,0.0,0.0,0.0,0.0,"['None', 'None', '-0.037']","['None', 'None', '0.009']",7.15252917871112e-06,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
6,1536,103.17671627546659,16,0.0,0.0,0.0,0.0,"['None', 'None', '-0.037']","['None', 'None', '0.000']",0.0,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
7,1792,100.71777487391539,19,0.0,0.0,0.0,0.0,"['None', 'None', '-0.028']","['None', 'None', '0.000']",0.0,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
8,2048,101.28801834036939,21,-0.5,0.5,-1.0,0.0,"['None', 'None', '0.002']","['None', 'None', '0.015']",0.025848764402326196,-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
9,2304,100.21569512468747,24,0.0,0.0,0.0,0.0,"['None', 'None', '-0.029']","['None', 'None', '0.000']",0.0,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,State_NN_loss,return_mean,return_std,return_min,return_max
10,2560,100.21542387550438,26,0.0,0.0,0.0,0.0,"['None', 'None', '-0.022']","['None', 'None', '0.000']",0.0,0.0,0.0,0,0
11,2816,100.1695477778097,29,0.0,0.0,0.0,0.0,"['None', 'None', '-0.016']","['None', 'None', '0.000']",0.0,0.0,0.0,0,0
12,3072,91.75236900225471,32,-0.5,0.5,-1.0,0.0,"['None', 'None', '0.037']","['None', 'None', '0.012']",0.02575318407616578,-1.0,0.0,-1.0,-1.0
13,3328,97.67057200324847,34,-0.6666666666666666,0.4714045207910317,-1.0,0.0,"['None', 'None', '0.058']","['None', 'None', '0.020']",0.04595717799384147,-1.0,0.0,-1.0,-1.0
14,3584,106.72451824011694,37,0.0,0.0,0.0,0.0,"['None', 'None', '-0.039']","['None', 'None', '0.001']",0.0,0.0,0.0,0,0
15,3840,84.35469670101686,40,-0.5,0.5,-1.0,0.0,"['None', 'None', '0.016']","['None', 'None', '0.010']",0.02574242965783924,-1.0,0.0,-1.0,-1.0
16,4096,86.35116978076086,43,-0.6666666666666666,0.4714045207910317,-1.0,0.0,"['None', 'None', '0.069']","['None', 'None', '0.025']",0.045906156417913735,-1.0,0.0,-1.0,-1.0
17,4352,95.41678047157531,45,-0.5,0.5,-1.0,0.0,"['None', 'None', '0.007']","['None', 'None', '0.019']",0.025754344183951616,-1.0,0.0,-1.0,-1.0
18,4608,107.66237304015388,48,0.0,0.0,0.0,0.0,"['None', 'None', '-0.031']","['None', 'None', '0.000']",0.0,0.0,0.0,0,0
