/home/v-wangzl/local_code/RLABL/scripts/train.py --algo ppo --env MiniGrid-ConfigWorld-v0 --model PPO_1M --save-interval 10 --frames 1000000

Namespace(algo='ppo', env='MiniGrid-ConfigWorld-v0', model='PPO_1M', seed=1, log_interval=1, save_interval=10, procs=16, frames=1000000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 32, kernel_size=(12, 12), stride=(6, 6))
    (1): ReLU()
    (2): Conv2d(32, 64, kernel_size=(9, 9), stride=(4, 4))
    (3): ReLU()
    (4): Conv2d(64, 128, kernel_size=(3, 3), stride=(2, 2))
    (5): ReLU()
    (6): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1))
    (7): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): ReLU()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): ReLU()
    (4): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): ReLU()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): ReLU()
    (4): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 25 | F 051200 | FPS 0524 | D 112 | Reward:μσmM -0.12 0.33 -1.00 0.00 |  entropy 1.893 | value -0.036 | policy_loss -0.003 | value_loss 0.004 | grad_norm 0.026
U 26 | F 053248 | FPS 0506 | D 117 | Reward:μσmM -0.18 0.40 -1.00 0.19 |  entropy 1.896 | value -0.032 | policy_loss 0.000 | value_loss 0.003 | grad_norm 0.026
U 27 | F 055296 | FPS 0496 | D 121 | Reward:μσmM -0.16 0.41 -1.00 0.24 |  entropy 1.918 | value -0.023 | policy_loss -0.004 | value_loss 0.001 | grad_norm 0.008
U 28 | F 057344 | FPS 0503 | D 125 | Reward:μσmM -0.17 0.40 -1.00 0.24 |  entropy 1.915 | value -0.030 | policy_loss 0.001 | value_loss 0.003 | grad_norm 0.015
U 29 | F 059392 | FPS 0494 | D 129 | Reward:μσmM -0.12 0.33 -1.00 0.00 |  entropy 1.914 | value -0.028 | policy_loss 0.002 | value_loss 0.003 | grad_norm 0.017
U 30 | F 061440 | FPS 0526 | D 133 | Reward:μσmM -0.12 0.33 -1.00 0.00 |  entropy 1.911 | value -0.020 | policy_loss -0.004 | value_loss 0.000 | grad_norm 0.014
Status saved
U 31 | F 063488 | FPS 0508 | D 137 | Reward:μσmM -0.05 0.25 -1.00 0.19 |  entropy 1.929 | value -0.015 | policy_loss -0.005 | value_loss 0.000 | grad_norm 0.004
U 32 | F 065536 | FPS 0520 | D 141 | Reward:μσmM -0.05 0.25 -1.00 0.19 |  entropy 1.905 | value -0.018 | policy_loss 0.004 | value_loss 0.004 | grad_norm 0.014
U 33 | F 067584 | FPS 0425 | D 146 | Reward:μσmM -0.15 0.43 -1.00 0.49 |  entropy 1.898 | value -0.027 | policy_loss 0.004 | value_loss 0.007 | grad_norm 0.046
U 34 | F 069632 | FPS 0504 | D 150 | Reward:μσmM -0.11 0.47 -1.00 0.63 |  entropy 1.920 | value -0.010 | policy_loss -0.005 | value_loss 0.000 | grad_norm 0.007
U 35 | F 071680 | FPS 0528 | D 154 | Reward:μσmM -0.03 0.42 -1.00 0.63 |  entropy 1.907 | value -0.010 | policy_loss -0.004 | value_loss 0.002 | grad_norm 0.023
U 36 | F 073728 | FPS 0487 | D 158 | Reward:μσmM -0.05 0.40 -1.00 0.53 |  entropy 1.886 | value -0.016 | policy_loss 0.001 | value_loss 0.002 | grad_norm 0.023
U 37 | F 075776 | FPS 0511 | D 162 | Reward:μσmM -0.20 0.48 -1.00 0.47 |  entropy 1.897 | value -0.012 | policy_loss 0.005 | value_loss 0.005 | grad_norm 0.032
U 38 | F 077824 | FPS 0508 | D 166 | Reward:μσmM -0.28 0.50 -1.00 0.47 |  entropy 1.911 | value -0.030 | policy_loss 0.004 | value_loss 0.005 | grad_norm 0.024
U 39 | F 079872 | FPS 0483 | D 170 | Reward:μσmM -0.17 0.41 -1.00 0.29 |  entropy 1.927 | value -0.023 | policy_loss -0.001 | value_loss 0.004 | grad_norm 0.020
U 40 | F 081920 | FPS 0524 | D 174 | Reward:μσmM -0.17 0.41 -1.00 0.29 |  entropy 1.900 | value -0.019 | policy_loss 0.013 | value_loss 0.007 | grad_norm 0.024
Status saved
U 41 | F 083968 | FPS 0476 | D 178 | Reward:μσmM -0.32 0.55 -1.00 0.61 |  entropy 1.870 | value -0.038 | policy_loss 0.012 | value_loss 0.011 | grad_norm 0.049
U 42 | F 086016 | FPS 0504 | D 182 | Reward:μσmM -0.23 0.57 -1.00 0.78 |  entropy 1.898 | value -0.020 | policy_loss -0.005 | value_loss 0.006 | grad_norm 0.051
U 43 | F 088064 | FPS 0523 | D 186 | Reward:μσmM -0.26 0.53 -1.00 0.78 |  entropy 1.901 | value -0.031 | policy_loss 0.003 | value_loss 0.004 | grad_norm 0.010
U 44 | F 090112 | FPS 0519 | D 190 | Reward:μσmM -0.14 0.45 -1.00 0.78 |  entropy 1.914 | value -0.026 | policy_loss -0.001 | value_loss 0.002 | grad_norm 0.014
U 45 | F 092160 | FPS 0503 | D 194 | Reward:μσmM -0.12 0.33 -1.00 0.00 |  entropy 1.930 | value -0.018 | policy_loss -0.004 | value_loss 0.000 | grad_norm 0.002
