update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,875.0774706177004,2,-0.865290858243641,0.46021555099168004,-1.0,0.7300000190734863,1.883709266781807,-0.20574259012937546,0.138424227014184,0.06906615244224668,0.13319172645768731,-0.865290858243641,0.46021555099168004,-1.0,0.7300000190734863
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,3839.5196371246384,2,-0.08392344144257632,0.7355706035776443,-1.0,0.8105263113975525,1.8790070861577988,-0.10777713172137737,-0.05237417854368687,0.034293597331270576,0.10411103123328325,-0.08392344144257632,0.7355706035776443,-1.0,0.8105263113975525
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,3772.064811505105,3,0.4777443600552423,0.40319352728895924,-1.0,0.8863157629966736,1.8187199085950851,-0.012628824420971796,-0.10806462075561285,0.027954984456300735,0.12506372844683483,0.4777443600552423,0.40319352728895924,-1.0,0.8863157629966736
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,3758.904313495882,3,0.44267669022083284,0.5716656672823975,-1.0,0.933684229850769,1.788383036851883,0.12197886221110821,-0.10928184259682894,0.04490581480786204,0.14015899463398152,0.44267669022083284,0.5716656672823975,-1.0,0.933684229850769
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,3748.2854810212693,4,0.7315865742123645,0.441355367416043,-1.0,0.933684229850769,1.699012115597725,0.3364439234137535,-0.2876443900167942,0.059708479791879654,0.23495828827107385,0.7315865742123645,0.441355367416043,-1.0,0.933684229850769
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,3713.132438803091,5,0.7492178339097235,0.43027074951556754,-1.0,0.9573684334754944,1.6343983113765717,0.5077333189547062,-0.21022026427090168,0.03411670750938356,0.19569559325265384,0.7492178339097235,0.43027074951556754,-1.0,0.9573684334754944
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,3675.5742291932675,5,0.8723995525349852,0.2010531594207359,-1.0,0.9526315927505493,1.5136346966028214,0.6674462631344795,-0.16902013309299946,0.023166791768744588,0.17214216440516017,0.8723995525349852,0.2010531594207359,-1.0,0.9526315927505493
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,3372.603957480524,6,0.9136437355962574,0.03200354071855068,0.7821052670478821,0.9621052742004395,1.4196874499320984,0.7861330881714821,-0.12329203449189663,0.0051439531380310655,0.10528837214391384,0.9136437355962574,0.03200354071855068,0.7821052670478821,0.9621052742004395
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,3587.2960276762624,6,0.8987784915005983,0.23482470529564822,-1.0,0.9621052742004395,1.2666634321212769,0.8355331420898438,-0.06938348850235343,0.006557386106578633,0.08470046598225148,0.8987784915005983,0.23482470529564822,-1.0,0.9621052742004395
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,3452.4572486881366,7,0.9352112369317758,0.01574413391687348,0.8863157629966736,0.9668421149253845,1.149985894560814,0.862036220729351,-0.04944104561582208,0.0009446787807974033,0.056594748323520086,0.9352112369317758,0.01574413391687348,0.8863157629966736,0.9668421149253845
11,22528,3700.6327277145037,7,0.9408040203931142,0.015010184755856462,0.8768420815467834,0.9668421149253845,1.1779884696006775,0.8769649118185043,-0.02557520871050656,0.0007210321200545877,0.0310515943008023,0.9408040203931142,0.015010184755856462,0.8768420815467834,0.9668421149253845
12,24576,3574.444975598714,8,0.9309311907672317,0.14959355933809915,-1.0,0.9668421149253845,1.1983649730682373,0.8811889737844467,-0.0031722485437057912,0.005070888677437324,0.04562874651252611,0.9309311907672317,0.14959355933809915,-1.0,0.9668421149253845
13,26624,3648.6910665005557,9,0.9382098727165513,0.015952655316821916,0.8578947186470032,0.9668421149253845,1.2679666429758072,0.8804934397339821,0.0065250127809122205,0.0006469494765042327,0.020073426741491932,0.9382098727165513,0.015952655316821916,0.8578947186470032,0.9668421149253845
14,28672,3643.5142373841827,9,0.9368940607497567,0.018374671373443827,0.8531578779220581,0.9668421149253845,1.2216309756040573,0.8770492151379585,0.005091833649203181,0.0008770847198320553,0.022843783728371758,0.9368940607497567,0.018374671373443827,0.8531578779220581,0.9668421149253845
15,30720,3646.288861288003,10,0.9393800617727034,0.015681030505740514,0.8768420815467834,0.9668421149253845,1.2392265349626541,0.8782797902822495,-0.00926086085382849,0.0006319905805867165,0.02277913563665678,0.9393800617727034,0.015681030505740514,0.8768420815467834,0.9668421149253845
16,32768,3616.3958244834807,10,0.9385986994951964,0.018098579047999292,0.8626315593719482,0.9668421149253845,1.2066206634044647,0.8783054277300835,0.0018821561316144653,0.0007806216017343104,0.01641960379959176,0.9385986994951964,0.018098579047999292,0.8626315593719482,0.9668421149253845
17,34816,3604.5136878148464,11,0.9285922032192441,0.15209571543838996,-1.0,0.9668421149253845,1.2768301218748093,0.881634958088398,0.0015946111925586592,0.0021055366050859448,0.023503850280533062,0.9285922032192441,0.15209571543838996,-1.0,0.9668421149253845
