update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
1,256,43.38649864107805,5,0.0,0.0,0.0,0.0,"['-0.003', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
2,512,44.72471831439407,11,-0.75,0.4330127018922193,-1.0,0.0,"['0.117', 'None', 'None']","['0.039', 'None', 'None']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
3,768,44.75013932559245,17,-0.5,0.5,-1.0,0.0,"['-0.002', 'None', 'None']","['0.007', 'None', 'None']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
4,1024,45.52024295848942,22,-0.5,0.5,-1.0,0.0,"['0.040', 'None', 'None']","['0.014', 'None', 'None']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
5,1280,46.175193048179835,28,0.0,0.0,0.0,0.0,"['-0.015', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
6,1536,46.64517825501004,34,0.0,0.0,0.0,0.0,"['-0.017', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
7,1792,45.79755352404568,39,-1.0,0.0,-1.0,-1.0,"['0.087', 'None', 'None']","['0.039', 'None', 'None']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
8,2048,45.367853980437864,45,0.0,0.0,0.0,0.0,"['-0.037', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
9,2304,47.00800365787439,50,0.0,0.0,0.0,0.0,"['-0.030', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
10,2560,45.60254443537271,56,0.0,0.0,0.0,0.0,"['-0.025', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
11,2816,45.811217521466055,61,-0.6666666666666666,0.4714045207910317,-1.0,0.0,"['0.070', 'None', 'None']","['0.027', 'None', 'None']",-1.0,0.0,-1.0,-1.0
12,3072,44.12364428942208,67,0.0,0.0,0.0,0.0,"['-0.044', 'None', 'None']","['0.001', 'None', 'None']",0.0,0.0,0,0
13,3328,43.092806578907975,73,0.0,0.0,0.0,0.0,"['-0.032', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
14,3584,44.202655579918144,79,-0.5,0.5,-1.0,0.0,"['0.002', 'None', 'None']","['0.009', 'None', 'None']",-1.0,0.0,-1.0,-1.0
15,3840,43.14358785571983,85,-0.8,0.7483314773547883,-2.0,0.0,"['0.077', 'None', 'None']","['0.025', 'None', 'None']",-1.0,0.0,-1.0,-1.0
16,4096,43.15993955351682,91,-0.5,0.5,-1.0,0.0,"['-0.027', 'None', 'None']","['0.010', 'None', 'None']",-1.0,0.0,-1.0,-1.0
17,4352,43.31542319561297,97,0.0,0.0,0.0,0.0,"['-0.049', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
18,4608,43.72475368472679,103,0.0,0.0,0.0,0.0,"['-0.054', 'None', 'None']","['0.001', 'None', 'None']",0.0,0.0,0,0
19,4864,42.224369759861744,109,-0.5,0.5,-1.0,0.0,"['0.009', 'None', 'None']","['0.008', 'None', 'None']",-1.0,0.0,-1.0,-1.0
20,5120,42.43674511421391,115,0.0,0.0,0.0,0.0,"['-0.043', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
21,5376,42.450623430945804,121,0.0,0.0,0.0,0.0,"['-0.035', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
22,5632,41.845022937482575,127,0.0,0.0,0.0,0.0,"['-0.024', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
23,5888,41.86676562180331,133,0.0,0.0,0.0,0.0,"['-0.024', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
24,6144,41.415393328890715,139,-0.5,0.5,-1.0,0.0,"['0.026', 'None', 'None']","['0.020', 'None', 'None']",-1.0,0.0,-1.0,-1.0
25,6400,40.5774564258099,145,-0.5,0.5,-1.0,0.0,"['0.010', 'None', 'None']","['0.013', 'None', 'None']",-1.0,0.0,-1.0,-1.0
26,6656,41.10675045935588,152,0.0,0.0,0.0,0.0,"['-0.043', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
27,6912,41.02406880863287,158,-0.5,0.5,-1.0,0.0,"['0.021', 'None', 'None']","['0.013', 'None', 'None']",-1.0,0.0,-1.0,-1.0
28,7168,41.096841583683585,164,0.0,0.0,0.0,0.0,"['-0.044', 'None', 'None']","['0.001', 'None', 'None']",0.0,0.0,0,0
29,7424,41.052469221118905,170,0.0,0.0,0.0,0.0,"['-0.024', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
30,7680,41.17019029304005,177,0.0,0.0,0.0,0.0,"['-0.018', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
31,7936,40.971733047484875,183,0.0,0.0,0.0,0.0,"['-0.010', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
32,8192,40.951098809775615,189,0.0,0.0,0.0,0.0,"['-0.012', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
33,8448,41.54138511000726,195,0.0,0.0,0.0,0.0,"['-0.010', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
34,8704,40.7204699255755,202,-0.5,0.5,-1.0,0.0,"['0.047', 'None', 'None']","['0.021', 'None', 'None']",-1.0,0.0,-1.0,-1.0
35,8960,41.354983443437604,208,0.0,0.0,0.0,0.0,"['-0.013', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
36,9216,40.64828725457617,214,0.0,0.0,0.0,0.0,"['-0.008', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
37,9472,40.2335344107347,220,0.0,0.0,0.0,0.0,"['-0.011', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
38,9728,40.33892635162355,227,0.0,0.0,0.0,0.0,"['-0.008', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
39,9984,40.428845499637504,233,-0.8333333333333334,0.6871842709362768,-2.0,0.0,"['0.114', 'None', 'None']","['0.046', 'None', 'None']",-1.0,0.0,-1.0,-1.0
40,10240,41.876907202953085,239,-0.6666666666666666,0.4714045207910317,-1.0,0.0,"['0.062', 'None', 'None']","['0.020', 'None', 'None']",-1.0,0.0,-1.0,-1.0
41,10496,42.23971958041388,245,0.0,0.0,0.0,0.0,"['-0.018', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
42,10752,42.434232820772635,251,0.0,0.0,0.0,0.0,"['-0.017', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
43,11008,41.93815813627945,257,0.0,0.0,0.0,0.0,"['-0.021', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
44,11264,41.963941649217546,264,-0.6666666666666666,0.9428090415820634,-2.0,0.0,"['0.039', 'None', 'None']","['0.015', 'None', 'None']",-1.0,0.0,-1.0,-1.0
45,11520,41.792664768081345,270,0.0,0.0,0.0,0.0,"['-0.008', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
46,11776,42.52259304449828,276,0.0,0.0,0.0,0.0,"['-0.014', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
47,12032,41.77898404799124,282,0.0,0.0,0.0,0.0,"['-0.014', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
48,12288,42.3447594397096,288,-0.6666666666666666,0.9428090415820634,-2.0,0.0,"['0.037', 'None', 'None']","['0.014', 'None', 'None']",-1.0,0.0,-1.0,-1.0
49,12544,41.898424724297485,294,-0.75,0.4330127018922193,-1.0,0.0,"['0.132', 'None', 'None']","['0.042', 'None', 'None']",-1.0,0.0,-1.0,-1.0
50,12800,41.917305067041454,300,-0.75,0.4330127018922193,-1.0,0.0,"['0.088', 'None', 'None']","['0.025', 'None', 'None']",-1.0,0.0,-1.0,-1.0
51,13056,41.43184067857132,306,0.0,0.0,0.0,0.0,"['-0.043', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
52,13312,41.502779808750645,312,0.0,0.0,0.0,0.0,"['-0.056', 'None', 'None']","['0.001', 'None', 'None']",0.0,0.0,0,0
53,13568,41.095495176069754,319,0.0,0.0,0.0,0.0,"['-0.029', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
54,13824,40.275997580758535,325,0.0,0.0,0.0,0.0,"['-0.025', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
55,14080,40.414880738777974,331,0.0,0.0,0.0,0.0,"['-0.024', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
56,14336,40.274494440127,338,0.0,0.0,0.0,0.0,"['-0.024', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
57,14592,39.9508844644366,344,-0.6666666666666666,0.9428090415820634,-2.0,0.0,"['0.034', 'None', 'None']","['0.007', 'None', 'None']",-1.0,0.0,-1.0,-1.0
58,14848,40.020679490154095,351,0.0,0.0,0.0,0.0,"['-0.016', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
59,15104,39.861260744338935,357,0.0,0.0,0.0,0.0,"['-0.028', 'None', 'None']","['0.001', 'None', 'None']",0.0,0.0,0,0
60,15360,39.21536761797268,364,0.0,0.0,0.0,0.0,"['-0.016', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
61,15616,39.14809109172981,370,0.0,0.0,0.0,0.0,"['-0.010', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
62,15872,38.95326718731,377,0.0,0.0,0.0,0.0,"['-0.008', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
63,16128,38.948431992200895,383,0.0,0.0,0.0,0.0,"['-0.008', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
64,16384,39.20522146326502,390,0.0,0.0,0.0,0.0,"['-0.008', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
65,16640,39.181440259042105,396,0.0,0.0,0.0,0.0,"['-0.006', 'None', 'None']","['0.000', 'None', 'None']",0.0,0.0,0,0
66,16896,39.89787641355212,403,-0.5,0.5,-1.0,0.0,"['0.047', 'None', 'None']","['0.014', 'None', 'None']",-1.0,0.0,-1.0,-1.0
